Store ID,Store Name,Store Size,Region/Zone,Product_id,Category,Location,Purchase Amount (USD),Promo_code,Discount,Date,Previous Purchases,Age,Gender,Review Rating,Customer_ID,Year,Month,Season,Hour,Day_of_Week,Week_of_Year,Quarter,Is_Weekend,Age_bins,Recency,Frequency,Monetary
1928.0,Store_1928,Large,North,80.0,Accessories,"New York, Suburban",540.202,0.0,15.0,2025-06-16 04:53:24,7.0,45,Female,4.0,139.0,2025,6,Summer,4,Monday,25,2,False,Adult,203,21,6455.41
1763.0,Store_1763,Large,North,55.0,Footwear,"California, Suburban",531.344,0.0,20.0,2024-10-20 18:19:59,13.0,25,Female,1.0,150.0,2024,10,Autumn,18,Sunday,42,4,True,Young Adult,442,25,7666.46
1973.0,Store_1973,Large,North,32.0,Electronics,"Illinois, Urban",218.17,1.0,0.0,2023-10-10 22:54:57,13.0,25,Female,1.0,70.0,2023,10,Autumn,22,Tuesday,41,4,False,Young Adult,818,15,4268.89
1704.0,Store_1704,Large,North,14.0,Clothing,"Illinois, Suburban",269.176,1.0,5.0,2021-07-17 02:24:31,12.0,35,Female,4.0,396.0,2021,7,Summer,2,Saturday,28,3,True,Young Adult,1633,19,6872.32
1024.0,Store_1024,Large,South,38.0,Electronics,"New York, Industrial",35.335,1.0,0.0,2023-03-31 05:34:05,9.0,35,Female,2.0,40.0,2023,3,Spring,5,Friday,13,1,False,Young Adult,1011,23,7901.72
1581.0,Store_1581,Medium,West,62.0,Accessories,"Texas, Rural",542.919,0.0,5.0,2024-03-20 16:32:20,7.0,65,Female,3.0,224.0,2024,3,Spring,16,Wednesday,12,1,False,Senior,656,20,6920.72
1155.0,Store_1155,Large,West,71.0,Accessories,"California, Coastal",358.2369468421053,0.0,15.0,2025-09-06 04:40:27,12.0,35,Female,3.3130434782608695,18.0,2025,9,Autumn,4,Saturday,36,3,True,Young Adult,121,26,8200.11
1657.0,Store_1657,Large,East,21.0,Electronics,"Illinois, Suburban",382.585,1.0,25.0,2025-02-18 12:32:41,18.0,45,Female,3.0,265.0,2025,2,Winter,12,Tuesday,8,1,False,Adult,321,18,6667.97
1830.0,Store_1830,Large,North,39.0,Electronics,"Texas, Rural",438.705,0.0,15.0,2021-08-13 08:22:33,11.0,18,Female,3.0,497.0,2021,8,Summer,8,Friday,32,3,False,Child,1606,20,7958.73
1218.0,Store_1218,Large,North,34.0,Electronics,"California, Urban",55.83,0.0,20.0,2021-12-25 23:26:37,7.0,25,Female,2.0,273.0,2021,12,Winter,23,Saturday,51,4,True,Young Adult,1472,20,5055.1
1560.0,Store_1560,Small,North,69.0,Accessories,"Florida, Suburban",124.904,0.0,10.0,2020-11-15 17:08:31,7.0,65,Female,4.0,21.0,2020,11,Autumn,17,Sunday,46,4,True,Senior,1877,18,6524.26
1378.0,Store_1378,Medium,South,63.0,Accessories,"Florida, Urban",516.763,0.0,25.0,2024-06-28 20:14:46,10.0,55,Female,3.0,106.0,2024,6,Summer,20,Friday,26,2,False,Adult,556,21,7353.23
1891.0,Store_1891,Large,West,14.0,Clothing,"California, Coastal",170.488,1.0,5.0,2021-03-27 02:16:24,8.0,25,Male,4.0,31.0,2021,3,Spring,2,Saturday,12,1,True,Young Adult,1745,12,3748.78
1193.0,Store_1193,Small,East,20.0,Clothing,"New York, Industrial",358.2369468421053,0.0,15.0,2020-01-27 03:10:02,13.0,35,Female,3.3130434782608695,485.0,2020,1,Winter,3,Monday,5,1,False,Young Adult,2170,28,9853.3
1039.0,Store_1039,Large,South,63.0,Accessories,"California, Urban",500.23,1.0,15.0,2022-07-29 14:13:17,12.0,35,Female,4.0,88.0,2022,7,Summer,14,Friday,30,3,False,Young Adult,1256,17,5184.96
1596.0,Store_1596,Large,South,24.0,Electronics,"California, Urban",324.385,1.0,5.0,2021-11-17 12:49:56,5.0,45,Male,3.0,333.0,2021,11,Autumn,12,Wednesday,46,4,False,Adult,1510,23,7249.56
1342.0,Store_1342,Small,East,22.0,Electronics,"New York, Suburban",61.86,0.0,5.0,2022-04-13 21:48:35,11.0,45,Female,3.0,364.0,2022,4,Spring,21,Wednesday,15,2,False,Adult,1363,24,9225.32
1502.0,Store_1502,Large,East,2.0,Clothing,"New York, Downtown",28.36,1.0,15.0,2022-07-25 13:40:26,10.0,18,Female,1.0,333.0,2022,7,Summer,13,Monday,30,3,False,Child,1260,23,7249.56
1449.0,Store_1449,Large,North,75.0,Accessories,"Texas, Suburban",336.72900000000004,1.0,20.0,2022-03-19 04:17:01,17.0,65,Female,3.0,59.0,2022,3,Spring,4,Saturday,11,1,True,Senior,1388,17,6123.66
1335.0,Store_1335,Medium,North,13.0,Clothing,"Texas, Rural",64.012,1.0,25.0,2023-08-19 07:23:13,10.0,35,Female,1.0,472.0,2023,8,Summer,7,Saturday,33,3,True,Young Adult,870,17,5851.51
1003.0,Store_1003,Large,East,20.0,Clothing,"New York, Downtown",449.164,1.0,20.0,2020-02-14 19:05:29,9.0,18,Female,1.0,97.0,2020,2,Winter,19,Friday,7,1,False,Child,2152,23,8323.93
1801.0,Store_1801,Small,North,51.0,Footwear,"Florida, Coastal",358.2369468421053,0.0,10.0,2022-10-06 01:08:22,11.0,35,Female,3.3130434782608695,82.0,2022,10,Autumn,1,Thursday,40,4,False,Young Adult,1187,17,5770.41
1516.0,Store_1516,Medium,South,57.0,Footwear,"California, Coastal",231.00000000000003,0.0,15.0,2025-10-13 16:24:51,9.0,45,Female,2.0,417.0,2025,10,Autumn,16,Monday,42,4,False,Adult,84,23,7468.01
1496.0,Store_1496,Large,North,35.0,Electronics,"Illinois, Rural",486.82,1.0,10.0,2024-04-01 05:22:23,4.0,25,Male,4.0,445.0,2024,4,Spring,5,Monday,14,2,False,Young Adult,644,22,6300.3
1225.0,Store_1225,Medium,North,74.0,Accessories,"California, Suburban",543.634,0.0,15.0,2020-06-20 02:29:48,10.0,35,Male,3.0,438.0,2020,6,Summer,2,Saturday,25,2,True,Young Adult,2025,20,6257.61
1149.0,Store_1149,Large,North,79.0,Accessories,"California, Coastal",586.394,1.0,10.0,2022-02-02 00:38:28,6.0,45,Female,4.0,285.0,2022,2,Winter,0,Wednesday,5,1,False,Adult,1433,17,6293.28
1237.0,Store_1237,Large,East,62.0,Accessories,"Illinois, Suburban",23.751,0.0,10.0,2024-01-15 06:20:47,7.0,45,Female,2.0,346.0,2024,1,Winter,6,Monday,3,1,False,Adult,721,30,11301.8
1659.0,Store_1659,Medium,North,64.0,Accessories,"New York, Downtown",424.19000000000005,0.0,25.0,2024-03-02 14:37:02,12.0,65,Female,2.0,5.0,2024,3,Spring,14,Saturday,9,1,True,Senior,674,18,6200.22
1102.0,Store_1102,Large,South,48.0,Footwear,"Florida, Suburban",325.07300000000004,1.0,15.0,2023-04-19 11:02:08,9.0,25,Female,1.0,378.0,2023,4,Spring,11,Wednesday,16,2,False,Young Adult,992,22,7196.37
1174.0,Store_1174,Large,East,32.0,Electronics,"California, Suburban",483.225,0.0,15.0,2022-07-10 19:07:02,15.0,45,Female,2.0,127.0,2022,7,Summer,19,Sunday,27,3,True,Adult,1275,19,5939.26
1460.0,Store_1460,Large,North,33.0,Electronics,"Illinois, Urban",67.705,1.0,5.0,2020-11-29 12:54:03,4.0,25,Female,3.0,220.0,2020,11,Autumn,12,Sunday,48,4,True,Young Adult,1863,30,8533.31
1747.0,Store_1747,Large,South,58.0,Footwear,"Texas, Suburban",58.675,1.0,10.0,2022-07-27 01:15:30,5.0,45,Female,1.0,251.0,2022,7,Summer,1,Wednesday,30,3,False,Adult,1258,29,10043.84
1033.0,Store_1033,Large,North,37.0,Electronics,"California, Suburban",380.28,0.0,20.0,2023-01-18 20:25:13,7.0,25,Female,5.0,425.0,2023,1,Winter,20,Wednesday,3,1,False,Young Adult,1083,19,7738.12
1683.0,Store_1683,Large,North,53.0,Footwear,"Florida, Suburban",51.78900000000001,1.0,15.0,2021-12-20 06:15:26,7.0,45,Female,4.0,237.0,2021,12,Winter,6,Monday,51,4,False,Adult,1477,18,6243.24
1517.0,Store_1517,Small,East,72.0,Accessories,"New York, Suburban",507.572,0.0,15.0,2022-11-03 06:59:56,12.0,35,Female,5.0,290.0,2022,11,Autumn,6,Thursday,44,4,False,Young Adult,1159,19,5901.4
1439.0,Store_1439,Large,North,47.0,Footwear,"California, Suburban",437.3610000000001,1.0,30.0,2025-05-24 19:09:16,8.0,35,Male,3.0,83.0,2025,5,Spring,19,Saturday,21,2,True,Young Adult,226,23,8492.4
1284.0,Store_1284,Large,East,76.0,Accessories,"California, Urban",97.737,1.0,5.0,2022-07-21 05:37:08,6.0,35,Male,1.0,388.0,2022,7,Summer,5,Thursday,29,3,False,Young Adult,1264,17,4834.68
1224.0,Store_1224,Large,East,74.0,Accessories,"Illinois, Rural",302.874,0.0,5.0,2023-05-12 02:24:08,15.0,55,Male,2.0,362.0,2023,5,Spring,2,Friday,19,2,False,Adult,969,27,8248.73
1564.0,Store_1564,Small,East,5.0,Clothing,"Texas, Suburban",361.848,0.0,15.0,2023-08-17 17:48:32,10.0,25,Male,1.0,198.0,2023,8,Summer,17,Thursday,33,3,False,Young Adult,872,17,5987.46
1256.0,Store_1256,Medium,West,51.0,Footwear,"Texas, Urban",484.24300000000005,1.0,10.0,2022-06-25 08:28:20,13.0,45,Male,5.0,282.0,2022,6,Summer,8,Saturday,25,2,True,Adult,1290,19,6350.04
1058.0,Store_1058,Large,South,8.0,Clothing,"New York, Suburban",593.1959999999999,0.0,15.0,2023-09-06 08:54:12,10.0,35,Female,4.0,247.0,2023,9,Autumn,8,Wednesday,36,3,False,Young Adult,852,25,8172.2
1943.0,Store_1943,Small,East,49.0,Footwear,"Florida, Coastal",20.284,0.0,15.0,2023-08-05 18:39:20,12.0,45,Female,3.0,272.0,2023,8,Summer,18,Saturday,31,3,True,Adult,884,18,6028.98
1245.0,Store_1245,Medium,East,58.0,Footwear,"New York, Industrial",277.75100000000003,1.0,5.0,2022-04-13 03:19:45,6.0,25,Female,3.0,451.0,2022,4,Spring,3,Wednesday,15,2,False,Young Adult,1363,12,4191.52
1518.0,Store_1518,Medium,West,8.0,Clothing,"California, Urban",484.332,0.0,10.0,2024-12-29 08:18:29,6.0,18,Female,2.0,219.0,2024,12,Winter,8,Sunday,52,4,True,Child,372,28,10438.89
1213.0,Store_1213,Large,East,7.0,Clothing,"California, Urban",479.964,0.0,15.0,2023-03-10 12:10:16,13.0,18,Female,4.0,213.0,2023,3,Spring,12,Friday,10,1,False,Child,1032,23,6509.47
1927.0,Store_1927,Large,North,48.0,Footwear,"Texas, Rural",313.05,1.0,5.0,2022-09-19 07:39:57,5.0,35,Female,2.0,61.0,2022,9,Autumn,7,Monday,38,3,False,Young Adult,1204,24,7723.15
1589.0,Store_1589,Large,North,35.0,Electronics,"Florida, Coastal",158.965,1.0,20.0,2022-02-13 16:04:25,13.0,35,Male,4.0,219.0,2022,2,Winter,16,Sunday,6,1,True,Young Adult,1422,28,10438.89
1700.0,Store_1700,Medium,South,79.0,Accessories,"Illinois, Urban",369.148,0.0,20.0,2020-02-04 01:43:56,7.0,35,Male,3.0,123.0,2020,2,Winter,1,Tuesday,6,1,False,Young Adult,2162,23,8439.46
1952.0,Store_1952,Medium,West,4.0,Clothing,"Florida, Coastal",242.232,0.0,15.0,2021-09-01 04:38:29,12.0,35,Female,4.0,409.0,2021,9,Autumn,4,Wednesday,35,3,False,Young Adult,1587,28,8196.13
1818.0,Store_1818,Large,East,67.0,Accessories,"California, Coastal",273.611,0.0,15.0,2021-11-11 04:09:42,6.0,35,Female,3.0,283.0,2021,11,Autumn,4,Thursday,45,4,False,Young Adult,1516,19,7069.61
1215.0,Store_1215,Large,East,24.0,Electronics,"Illinois, Suburban",256.57500000000005,0.0,25.0,2024-05-07 06:19:48,8.0,35,Male,2.0,326.0,2024,5,Spring,6,Tuesday,19,2,False,Young Adult,608,18,6097.08
1402.0,Store_1402,Small,East,35.0,Electronics,"Florida, Suburban",121.2,0.0,20.0,2024-10-19 12:16:34,6.0,18,Male,2.0,166.0,2024,10,Autumn,12,Saturday,42,4,True,Child,443,26,7701.4
1282.0,Store_1282,Large,South,22.0,Electronics,"Florida, Urban",557.61,0.0,0.0,2024-06-22 21:01:42,6.0,45,Male,5.0,218.0,2024,6,Summer,21,Saturday,25,2,True,Adult,562,18,5852.98
1830.0,Store_1830,Medium,North,12.0,Clothing,"Illinois, Urban",428.592,0.0,5.0,2020-07-09 05:32:54,10.0,18,Female,1.0,249.0,2020,7,Summer,5,Thursday,28,3,False,Child,2006,18,5870.56
1955.0,Store_1955,Large,West,26.0,Electronics,"California, Urban",423.985,1.0,0.0,2024-10-20 19:32:12,5.0,18,Female,2.0,234.0,2024,10,Autumn,19,Sunday,42,4,True,Child,442,19,7461.21
1572.0,Store_1572,Small,East,6.0,Clothing,"Florida, Suburban",358.2369468421053,0.0,30.0,2023-07-13 18:49:29,8.0,35,Female,3.3130434782608695,467.0,2023,7,Summer,18,Thursday,28,3,False,Young Adult,907,25,8425.69
1572.0,Store_1572,Large,East,34.0,Electronics,"Illinois, Suburban",619.6800000000001,0.0,10.0,2025-01-08 11:19:12,13.0,35,Male,5.0,26.0,2025,1,Winter,11,Wednesday,2,1,False,Young Adult,362,18,5463.32
1214.0,Store_1214,Large,South,66.0,Accessories,"California, Coastal",114.855,0.0,5.0,2021-09-06 04:58:30,10.0,35,Female,3.0,146.0,2021,9,Autumn,4,Monday,36,3,False,Young Adult,1582,15,4742.48
1381.0,Store_1381,Medium,South,61.0,Accessories,"Illinois, Suburban",299.822,1.0,10.0,2025-07-28 22:52:58,9.0,35,Female,3.0,63.0,2025,7,Summer,22,Monday,31,3,False,Young Adult,161,22,7086.49
1044.0,Store_1044,Large,North,46.0,Footwear,"Illinois, Rural",363.2420000000001,0.0,30.0,2021-04-01 17:38:59,16.0,25,Female,2.0,296.0,2021,4,Spring,17,Thursday,13,2,False,Young Adult,1740,15,4954.69
1916.0,Store_1916,Medium,South,78.0,Accessories,"Florida, Coastal",546.289,1.0,5.0,2021-09-30 06:54:34,9.0,55,Female,3.0,293.0,2021,9,Autumn,6,Thursday,39,3,False,Adult,1558,17,6038.27
1171.0,Store_1171,Small,South,56.0,Footwear,"California, Urban",371.141,1.0,10.0,2024-08-23 05:37:56,8.0,25,Female,2.0,301.0,2024,8,Summer,5,Friday,34,3,False,Young Adult,500,19,6286.92
1220.0,Store_1220,Medium,South,61.0,Accessories,"Florida, Urban",87.98400000000001,0.0,10.0,2020-03-11 08:42:24,6.0,55,Female,1.0,28.0,2020,3,Spring,8,Wednesday,11,1,False,Adult,2126,15,3960.12
1384.0,Store_1384,Large,South,19.0,Clothing,"New York, Suburban",71.556,0.0,20.0,2025-06-15 11:43:38,7.0,25,Female,3.0,69.0,2025,6,Summer,11,Sunday,24,2,True,Young Adult,204,20,6905.77
1094.0,Store_1094,Small,North,78.0,Accessories,"New York, Downtown",358.2369468421053,0.0,0.0,2020-07-07 18:22:05,12.0,35,Female,3.3130434782608695,143.0,2020,7,Summer,18,Tuesday,28,3,False,Young Adult,2008,20,5669.45
1858.0,Store_1858,Large,East,42.0,Footwear,"California, Suburban",322.829,1.0,25.0,2020-07-10 10:07:54,6.0,35,Female,4.0,332.0,2020,7,Summer,10,Friday,28,3,False,Young Adult,2005,18,5393.27
1043.0,Store_1043,Large,East,59.0,Footwear,"Illinois, Urban",141.94400000000002,0.0,25.0,2020-07-06 22:25:07,11.0,25,Female,4.0,123.0,2020,7,Summer,22,Monday,28,3,False,Young Adult,2009,23,8439.46
1227.0,Store_1227,Large,North,37.0,Electronics,"Florida, Coastal",358.2369468421053,0.0,10.0,2022-09-10 23:31:48,6.0,35,Female,1.0,270.0,2022,9,Autumn,23,Saturday,36,3,True,Young Adult,1213,15,5833.18
1573.0,Store_1573,Medium,South,18.0,Clothing,"Florida, Urban",71.96799999999999,1.0,25.0,2021-03-05 13:18:05,10.0,18,Female,3.0,197.0,2021,3,Spring,13,Friday,9,1,False,Child,1767,28,9386.2
1316.0,Store_1316,Small,East,64.0,Accessories,"California, Coastal",421.824,0.0,10.0,2025-07-05 03:11:08,9.0,55,Male,1.0,158.0,2025,7,Summer,3,Saturday,27,3,True,Adult,184,17,6093.68
1730.0,Store_1730,Medium,East,38.0,Electronics,"California, Coastal",568.755,0.0,10.0,2021-04-30 09:04:16,10.0,18,Male,4.0,30.0,2021,4,Spring,9,Friday,17,2,False,Child,1711,32,12331.57
1334.0,Store_1334,Medium,East,65.0,Accessories,"New York, Industrial",559.39,0.0,10.0,2020-07-17 16:31:42,12.0,35,Female,5.0,478.0,2020,7,Summer,16,Friday,29,3,False,Young Adult,1998,22,7511.12
1600.0,Store_1600,Large,East,72.0,Accessories,"Texas, Suburban",402.275,1.0,20.0,2024-08-08 14:09:42,8.0,65,Female,4.0,143.0,2024,8,Summer,14,Thursday,32,3,False,Senior,515,20,5669.45
1623.0,Store_1623,Large,North,35.0,Electronics,"California, Coastal",275.37,0.0,15.0,2022-10-10 23:54:23,10.0,35,Female,1.0,108.0,2022,10,Autumn,23,Monday,41,4,False,Young Adult,1182,17,4722.33
1718.0,Store_1718,Medium,East,35.0,Electronics,"Texas, Urban",360.75,0.0,5.0,2025-07-09 04:39:49,8.0,18,Female,2.0,57.0,2025,7,Summer,4,Wednesday,28,3,False,Child,180,15,5150.42
1999.0,Store_1999,Large,East,23.0,Electronics,"California, Suburban",482.565,0.0,0.0,2021-09-26 10:18:32,10.0,25,Male,2.0,324.0,2021,9,Autumn,10,Sunday,38,3,True,Young Adult,1562,21,8091.49
1466.0,Store_1466,Small,East,23.0,Electronics,"Illinois, Rural",358.2369468421053,0.0,15.0,2021-08-16 03:34:02,11.0,35,Female,3.3130434782608695,201.0,2021,8,Summer,3,Monday,33,3,False,Young Adult,1603,22,6592.03
1878.0,Store_1878,Small,West,31.0,Electronics,"Illinois, Rural",498.955,1.0,20.0,2025-04-06 05:32:18,7.0,25,Male,2.0,72.0,2025,4,Spring,5,Sunday,14,2,True,Young Adult,274,14,5368.81
1817.0,Store_1817,Large,North,80.0,Accessories,"New York, Downtown",635.729,1.0,25.0,2022-11-19 21:06:39,8.0,65,Female,1.0,25.0,2022,11,Autumn,21,Saturday,46,4,True,Senior,1143,15,4970.0
1714.0,Store_1714,Large,South,34.0,Electronics,"New York, Industrial",566.4000000000001,0.0,20.0,2023-08-23 20:39:31,10.0,18,Female,3.0,81.0,2023,8,Summer,20,Wednesday,34,3,False,Child,866,20,5031.01
1296.0,Store_1296,Large,South,7.0,Clothing,"Texas, Rural",463.36,1.0,15.0,2020-03-30 07:14:54,11.0,18,Male,3.0,273.0,2020,3,Spring,7,Monday,14,1,False,Child,2107,20,5055.1
1544.0,Store_1544,Large,North,58.0,Footwear,"California, Suburban",452.87,0.0,10.0,2023-11-27 06:14:56,12.0,35,Female,2.0,295.0,2023,11,Autumn,6,Monday,48,4,False,Young Adult,770,27,8462.72
1488.0,Store_1488,Small,East,26.0,Electronics,"Florida, Suburban",363.385,1.0,30.0,2021-08-03 05:49:30,5.0,18,Female,3.0,350.0,2021,8,Summer,5,Tuesday,31,3,False,Child,1616,23,7323.0
1214.0,Store_1214,Large,East,26.0,Electronics,"New York, Suburban",218.995,1.0,25.0,2021-06-20 13:14:32,13.0,45,Male,5.0,280.0,2021,6,Summer,13,Sunday,24,2,True,Adult,1660,20,6127.01
1523.0,Store_1523,Large,East,71.0,Accessories,"Florida, Urban",532.948,0.0,20.0,2024-06-16 12:08:01,14.0,65,Female,4.0,338.0,2024,6,Summer,12,Sunday,24,2,True,Senior,568,16,5204.94
1001.0,Store_1001,Large,South,23.0,Electronics,"Florida, Urban",366.175,1.0,10.0,2023-07-25 17:42:53,4.0,45,Female,5.0,430.0,2023,7,Summer,17,Tuesday,30,3,False,Adult,895,14,4288.26
1874.0,Store_1874,Large,East,34.0,Electronics,"California, Urban",471.28,1.0,30.0,2023-05-25 07:26:30,12.0,25,Female,1.0,185.0,2023,5,Spring,7,Thursday,21,2,False,Young Adult,956,24,9848.68
1660.0,Store_1660,Small,North,32.0,Electronics,"Texas, Suburban",340.75,1.0,10.0,2024-08-25 16:02:46,11.0,35,Male,3.0,162.0,2024,8,Summer,16,Sunday,34,3,True,Young Adult,498,23,7737.38
1653.0,Store_1653,Large,North,74.0,Accessories,"California, Urban",265.291,0.0,15.0,2025-01-22 08:54:31,12.0,45,Female,3.0,103.0,2025,1,Winter,8,Wednesday,4,1,False,Adult,348,25,8039.2
1801.0,Store_1801,Medium,East,35.0,Electronics,"New York, Suburban",518.38,1.0,10.0,2020-07-10 01:18:52,4.0,18,Female,4.0,210.0,2020,7,Summer,1,Friday,28,3,False,Child,2005,20,8003.45
1206.0,Store_1206,Large,North,49.0,Footwear,"Florida, Urban",379.622,1.0,20.0,2022-09-03 08:59:14,7.0,25,Female,3.0,74.0,2022,9,Autumn,8,Saturday,35,3,True,Young Adult,1220,25,9128.24
1340.0,Store_1340,Large,West,79.0,Accessories,"California, Coastal",209.846,0.0,25.0,2024-07-24 20:58:51,10.0,45,Female,1.0,432.0,2024,7,Summer,20,Wednesday,30,3,False,Adult,530,18,5695.43
1703.0,Store_1703,Medium,South,52.0,Footwear,"California, Urban",122.86,1.0,15.0,2020-02-05 05:14:04,12.0,35,Male,4.0,437.0,2020,2,Winter,5,Wednesday,6,1,False,Young Adult,2161,14,5392.31
1406.0,Store_1406,Large,South,67.0,Accessories,"California, Urban",106.655,1.0,15.0,2024-05-14 01:04:00,11.0,35,Female,5.0,460.0,2024,5,Spring,1,Tuesday,20,2,False,Young Adult,601,25,7119.34
1852.0,Store_1852,Small,East,37.0,Electronics,"New York, Suburban",108.625,1.0,25.0,2020-04-29 03:41:14,9.0,18,Female,5.0,284.0,2020,4,Spring,3,Wednesday,18,2,False,Child,2077,23,7572.58
1305.0,Store_1305,Small,South,54.0,Footwear,"Texas, Rural",451.7370000000001,0.0,5.0,2023-12-09 10:55:34,14.0,25,Female,2.0,159.0,2023,12,Winter,10,Saturday,49,4,True,Young Adult,758,22,8250.53
1506.0,Store_1506,Large,South,75.0,Accessories,"California, Suburban",205.273,1.0,15.0,2023-06-15 20:24:37,14.0,55,Male,6.0,486.0,2023,6,Summer,20,Thursday,24,2,False,Adult,935,21,6453.34
1909.0,Store_1909,Small,South,14.0,Clothing,"New York, Suburban",410.988,0.0,15.0,2021-08-17 08:48:32,4.0,35,Female,4.0,235.0,2021,8,Summer,8,Tuesday,33,3,False,Young Adult,1602,14,4428.15
1468.0,Store_1468,Medium,South,39.0,Electronics,"Florida, Urban",226.26,0.0,20.0,2023-09-10 09:47:23,8.0,25,Female,4.0,434.0,2023,9,Autumn,9,Sunday,36,3,True,Young Adult,848,25,9333.51
1763.0,Store_1763,Large,South,79.0,Accessories,"Illinois, Suburban",358.2369468421053,0.0,20.0,2022-03-10 23:59:26,12.0,35,Female,3.3130434782608695,361.0,2022,3,Spring,23,Thursday,10,1,False,Young Adult,1396,17,5314.66
1715.0,Store_1715,Large,West,14.0,Clothing,"New York, Industrial",590.676,0.0,15.0,2022-01-23 22:13:04,11.0,35,Female,3.0,3.0,2022,1,Winter,22,Sunday,3,1,True,Young Adult,1443,19,7011.74
